,Compound,Date,Hockey Team,Negative,Neutral,Positive,Text,Tweets Ago
399,0.5707,Sat Dec 01 00:15:38 +0000 2018,@BuffaloSabres,0.709,0.0,0.291,"Congrats @LPilut on your 1st @NHL game!

#LetsGoBuffalo ⚔️ https://t.co/uzITbLPv1T",100
400,0.25,Tue Dec 04 04:55:00 +0000 2018,@NHLFlames,0.909,0.0,0.091,"For the first time since his son started working in the #NHL, @JTreliving is getting a chance to experience Brad Tr… https://t.co/9NUvc2F9aW",1
401,0.6901,Tue Dec 04 04:39:33 +0000 2018,@NHLFlames,0.727,0.051,0.222,"""It's hard to put into words. It's really amazing for us dads to get a chance to come and experience our son's life… https://t.co/Vbjaf503fd",2
402,0.0,Tue Dec 04 04:29:18 +0000 2018,@NHLFlames,1.0,0.0,0.0,Having his brother Jesse on this trip means the world to Travis Hamonic. https://t.co/KEDfMz4yKt,3
403,0.7172,Tue Dec 04 04:05:00 +0000 2018,@NHLFlames,0.76,0.0,0.24,"""It's really special ... it's special to interact with the players and your own son on a different level than watch… https://t.co/h2v02WGlqb",4
404,0.8516,Tue Dec 04 03:59:06 +0000 2018,@NHLFlames,0.672,0.0,0.328,"""It's a great time coming out here, we're all having a blast.""

Dave Bennett is loving the #Flames Dads Trip! https://t.co/jmOB36PDv2",5
405,0.6369,Tue Dec 04 03:39:04 +0000 2018,@NHLFlames,0.826,0.0,0.174,"""I love it, what an experience.""

Lars Petterson is soaking up his time with his nephew Rasmus Andersson and the… https://t.co/ewfgGAZTcK",6
406,0.0,Tue Dec 04 00:30:12 +0000 2018,@NHLFlames,1.0,0.0,0.0,Calgary Flames dot com gives you a quick recap of today's practice in 'Lumbus! https://t.co/WAFavRw6jr,7
407,0.0,Tue Dec 04 00:00:11 +0000 2018,@NHLFlames,1.0,0.0,0.0,".@milosroman_ is averaging over a point-per-game and is leading the @WHLGiants in scoring!

Stay up-to-date on how… https://t.co/udx3n0Y9F0",8
408,0.4404,Mon Dec 03 23:00:24 +0000 2018,@NHLFlames,0.861,0.0,0.139,"Thanks to Monahan's Big Goal for Kids program presented by Qualico, Sean's 15 goals has raised $11,250 for… https://t.co/FtytYAbWP4",9
409,0.0,Mon Dec 03 23:00:00 +0000 2018,@NHLFlames,1.0,0.0,0.0,#Flames head coach Bill Peters gives an update on his lineup tomorrow vs. the Blue Jackets. https://t.co/kwxS9OvkrW,10
410,0.5423,Mon Dec 03 22:00:00 +0000 2018,@NHLFlames,0.824,0.0,0.176,"""We'll be ready for tomorrow. We have a heavy team here who comes at you in waves and plays fast too. We're getting… https://t.co/rixy72bvxC",11
411,0.8055,Mon Dec 03 22:00:00 +0000 2018,@NHLFlames,0.708,0.0,0.292,"""Our line was generating good chances so it was fun. Now we just have to keep going for next game.""

Andrew Mangiap… https://t.co/0QzRokpWkg",12
412,0.0,Mon Dec 03 21:30:19 +0000 2018,@NHLFlames,1.0,0.0,0.0,Dalton Prout and Austin Czarnik will return to the lineup tomorrow night when we face off against the Blue Jackets. https://t.co/XDEhBJ3HSj,13
413,0.0,Mon Dec 03 21:00:12 +0000 2018,@NHLFlames,1.0,0.0,0.0,.@ryandittrick delves into TJ Brodie's tremendous season and how steady he has been for the club in the opening two… https://t.co/7L5Wj6TaWx,14
414,0.3595,Mon Dec 03 20:30:24 +0000 2018,@NHLFlames,0.828,0.0,0.172,#Flames prospects Spencer Foo and Nick Schneider have been 🔥 for the @AHLHeat! https://t.co/naQ3Fl699D,15
415,0.0,Mon Dec 03 20:04:44 +0000 2018,@NHLFlames,1.0,0.0,0.0,"@alexiajordan24 He was there, just not in the photo.",16
416,0.0,Mon Dec 03 19:55:11 +0000 2018,@NHLFlames,1.0,0.0,0.0,"The dads were out at the rink this afternoon, keeping tabs on the boys at practice! https://t.co/dqGUpxDFyf",17
417,0.0,Mon Dec 03 19:51:25 +0000 2018,@NHLFlames,1.0,0.0,0.0,A few shots from this afternoon's practice in Columbus! https://t.co/YF8BDpsaP7,18
418,0.4019,Mon Dec 03 18:52:28 +0000 2018,@NHLFlames,0.881,0.0,0.119,RT @FlamesFanAttic: It's Day 3 of the 12 Days of Christmas - today's special offer is the @NHLFlames Breakaway Jerseys available today for…,19
419,0.8402,Mon Dec 03 16:59:18 +0000 2018,@NHLFlames,0.714,0.0,0.286,"🎵 This is my kind of town, Chicago is 🎵

Check out the best photos from last night's win vs. the Blackhawks ~… https://t.co/Wk4nfRvZrg",20
420,0.25,Tue Dec 04 04:55:00 +0000 2018,@NHLFlames,0.909,0.0,0.091,"For the first time since his son started working in the #NHL, @JTreliving is getting a chance to experience Brad Tr… https://t.co/9NUvc2F9aW",21
421,0.6901,Tue Dec 04 04:39:33 +0000 2018,@NHLFlames,0.727,0.051,0.222,"""It's hard to put into words. It's really amazing for us dads to get a chance to come and experience our son's life… https://t.co/Vbjaf503fd",22
422,0.0,Tue Dec 04 04:29:18 +0000 2018,@NHLFlames,1.0,0.0,0.0,Having his brother Jesse on this trip means the world to Travis Hamonic. https://t.co/KEDfMz4yKt,23
423,0.7172,Tue Dec 04 04:05:00 +0000 2018,@NHLFlames,0.76,0.0,0.24,"""It's really special ... it's special to interact with the players and your own son on a different level than watch… https://t.co/h2v02WGlqb",24
424,0.8516,Tue Dec 04 03:59:06 +0000 2018,@NHLFlames,0.672,0.0,0.328,"""It's a great time coming out here, we're all having a blast.""

Dave Bennett is loving the #Flames Dads Trip! https://t.co/jmOB36PDv2",25
425,0.6369,Tue Dec 04 03:39:04 +0000 2018,@NHLFlames,0.826,0.0,0.174,"""I love it, what an experience.""

Lars Petterson is soaking up his time with his nephew Rasmus Andersson and the… https://t.co/ewfgGAZTcK",26
426,0.0,Tue Dec 04 00:30:12 +0000 2018,@NHLFlames,1.0,0.0,0.0,Calgary Flames dot com gives you a quick recap of today's practice in 'Lumbus! https://t.co/WAFavRw6jr,27
427,0.0,Tue Dec 04 00:00:11 +0000 2018,@NHLFlames,1.0,0.0,0.0,".@milosroman_ is averaging over a point-per-game and is leading the @WHLGiants in scoring!

Stay up-to-date on how… https://t.co/udx3n0Y9F0",28
428,0.4404,Mon Dec 03 23:00:24 +0000 2018,@NHLFlames,0.861,0.0,0.139,"Thanks to Monahan's Big Goal for Kids program presented by Qualico, Sean's 15 goals has raised $11,250 for… https://t.co/FtytYAbWP4",29
429,0.0,Mon Dec 03 23:00:00 +0000 2018,@NHLFlames,1.0,0.0,0.0,#Flames head coach Bill Peters gives an update on his lineup tomorrow vs. the Blue Jackets. https://t.co/kwxS9OvkrW,30
430,0.5423,Mon Dec 03 22:00:00 +0000 2018,@NHLFlames,0.824,0.0,0.176,"""We'll be ready for tomorrow. We have a heavy team here who comes at you in waves and plays fast too. We're getting… https://t.co/rixy72bvxC",31
431,0.8055,Mon Dec 03 22:00:00 +0000 2018,@NHLFlames,0.708,0.0,0.292,"""Our line was generating good chances so it was fun. Now we just have to keep going for next game.""

Andrew Mangiap… https://t.co/0QzRokpWkg",32
432,0.0,Mon Dec 03 21:30:19 +0000 2018,@NHLFlames,1.0,0.0,0.0,Dalton Prout and Austin Czarnik will return to the lineup tomorrow night when we face off against the Blue Jackets. https://t.co/XDEhBJ3HSj,33
433,0.0,Mon Dec 03 21:00:12 +0000 2018,@NHLFlames,1.0,0.0,0.0,.@ryandittrick delves into TJ Brodie's tremendous season and how steady he has been for the club in the opening two… https://t.co/7L5Wj6TaWx,34
434,0.3595,Mon Dec 03 20:30:24 +0000 2018,@NHLFlames,0.828,0.0,0.172,#Flames prospects Spencer Foo and Nick Schneider have been 🔥 for the @AHLHeat! https://t.co/naQ3Fl699D,35
435,0.0,Mon Dec 03 20:04:44 +0000 2018,@NHLFlames,1.0,0.0,0.0,"@alexiajordan24 He was there, just not in the photo.",36
436,0.0,Mon Dec 03 19:55:11 +0000 2018,@NHLFlames,1.0,0.0,0.0,"The dads were out at the rink this afternoon, keeping tabs on the boys at practice! https://t.co/dqGUpxDFyf",37
437,0.0,Mon Dec 03 19:51:25 +0000 2018,@NHLFlames,1.0,0.0,0.0,A few shots from this afternoon's practice in Columbus! https://t.co/YF8BDpsaP7,38
438,0.4019,Mon Dec 03 18:52:28 +0000 2018,@NHLFlames,0.881,0.0,0.119,RT @FlamesFanAttic: It's Day 3 of the 12 Days of Christmas - today's special offer is the @NHLFlames Breakaway Jerseys available today for…,39
439,0.8402,Mon Dec 03 16:59:18 +0000 2018,@NHLFlames,0.714,0.0,0.286,"🎵 This is my kind of town, Chicago is 🎵

Check out the best photos from last night's win vs. the Blackhawks ~… https://t.co/Wk4nfRvZrg",40
440,0.3595,Mon Dec 03 16:00:22 +0000 2018,@NHLFlames,0.839,0.0,0.161,See how #Flames prospects are doing this season with our Future Watch Update! https://t.co/TdbqcUffne,41
441,0.8652,Mon Dec 03 14:55:40 +0000 2018,@NHLFlames,0.608,0.0,0.392,Good morning #CofRed! Kick off the week with our 🔥 highlight pack from last night's win in Chicago! https://t.co/64tZo7iZY4,42
442,0.4003,Mon Dec 03 05:12:29 +0000 2018,@NHLFlames,0.817,0.0,0.183,"Mony, Lindy, Doc and the #TheScorpion. 

This highlight pack has it all! https://t.co/426WZNYu2K",43
443,0.0,Mon Dec 03 04:25:12 +0000 2018,@NHLFlames,1.0,0.0,0.0,"WHO ELSE?!

Smitty is tonight's @DEBusiness Power Performer! 

#CGYvsCHI https://t.co/06rSeGn8zX",44
444,0.5859,Mon Dec 03 04:17:22 +0000 2018,@NHLFlames,0.787,0.0,0.213,#Flames TV's @BParkerTV breaks down tonight's win in Game Over presented by @Budget. #CGYvsCHI https://t.co/u7WJrX0ERm,45
445,0.0,Mon Dec 03 04:04:20 +0000 2018,@NHLFlames,1.0,0.0,0.0,"""He's put a lot of work in here these last two weeks, really digging in and tuning up his game, and now we're seein… https://t.co/AeWoVlRrGB",46
446,0.6808,Mon Dec 03 04:01:23 +0000 2018,@NHLFlames,0.781,0.0,0.219,"""I was like a fish out of water there kicking my feet, but I'm fortunate it got a piece of me.""

Smitty on… https://t.co/Uc2HKqMC0G",47
447,0.0,Mon Dec 03 03:50:30 +0000 2018,@NHLFlames,1.0,0.0,0.0,https://t.co/WuQYwyNyVA,48
448,0.7717,Mon Dec 03 03:48:08 +0000 2018,@NHLFlames,0.691,0.0,0.309,"""That's the sign of a good team - finding ways to win.""

Elias breaks down tonight's win. #CGYvsCHI https://t.co/qsojVWIsAL",49
449,0.5719,Mon Dec 03 03:46:11 +0000 2018,@NHLFlames,0.861,0.0,0.139,"""He made a couple of bell-ringers and won the game for us, if you ask me.""

Doc with his thoughts on Smitty's big n… https://t.co/DBtTMcrj9f",50
450,-0.0088,Mon Dec 03 03:45:18 +0000 2018,@NHLFlames,0.822,0.09,0.088,"""Probably not our best game, to be honest, but we found a way to get through it; found a way to win."" - 🔨… https://t.co/E0HG6tYhEN",51
451,0.0,Mon Dec 03 03:24:24 +0000 2018,@NHLFlames,1.0,0.0,0.0,"These two.

#CGYvsCHI | #Flames https://t.co/pp94Go3lgw",52
452,0.5719,Mon Dec 03 03:21:19 +0000 2018,@NHLFlames,0.448,0.0,0.552,"@JasonR82880054 bud, we won",53
453,0.0,Mon Dec 03 03:18:50 +0000 2018,@NHLFlames,1.0,0.0,0.0,"You got it Smitty, you got it.

#CGYvsCHI | #Flames https://t.co/5R98WZmoqQ",54
454,0.0,Mon Dec 03 03:13:11 +0000 2018,@NHLFlames,1.0,0.0,0.0,"THE SCORPION!

#CGYvsCHI | #Flames https://t.co/Ba4uNpzEGh",55
455,0.0,Mon Dec 03 03:01:24 +0000 2018,@NHLFlames,1.0,0.0,0.0,This is how we do. #CGYvsCHI https://t.co/4hRNykX8My,56
456,0.0,Mon Dec 03 02:55:03 +0000 2018,@NHLFlames,1.0,0.0,0.0,Big mood. https://t.co/itaHhLoK1u,57
457,0.0,Mon Dec 03 02:40:45 +0000 2018,@NHLFlames,1.0,0.0,0.0,"WIN-DY CITY VICTORY!

#CGYvsCHI | #Flames https://t.co/0QCG2Uk1fi",58
458,0.0,Mon Dec 03 02:29:37 +0000 2018,@NHLFlames,1.0,0.0,0.0,"OMG SMITTY!

#CGYvsCHI | #Flames https://t.co/E1CSWVLtXU",59
459,0.5994,Mon Dec 03 02:26:32 +0000 2018,@NHLFlames,0.562,0.0,0.438,"The beautiful game.

#CGYvsCHI | #Flames https://t.co/Ekj3Cf2tmC",60
460,0.4003,Mon Dec 03 02:21:31 +0000 2018,@NHLFlames,0.77,0.0,0.23,"Another power play! Rutta takes a seat for tripping.

#CGYvsCHI | #Flames",61
461,0.1007,Mon Dec 03 02:13:52 +0000 2018,@NHLFlames,0.723,0.128,0.15,"Back to the 'ole power play! Forsling is called for delay of game.

#CGYvsCHI | #Flames",62
462,-0.3818,Mon Dec 03 02:11:28 +0000 2018,@NHLFlames,0.809,0.191,0.0,"👊 Fight time 👊 Hath drops 'em with Manning for a quick tilt.

#CGYvsCHI | #Flames",63
463,0.0,Mon Dec 03 02:08:25 +0000 2018,@NHLFlames,1.0,0.0,0.0,"The Johnny-Mony-Lindy line just about scored again 👀 They're buzzing!

#CGYvsCHI | #Flames",64
464,0.0,Mon Dec 03 02:05:36 +0000 2018,@NHLFlames,1.0,0.0,0.0,"Third period time - let's close this out with a victory!

📍: Chicago
📺: @Sportsnet West
📻: @Sportsnet960 
🖥️:… https://t.co/me9HeUOTRx",65
465,0.7184,Mon Dec 03 02:01:52 +0000 2018,@NHLFlames,0.4,0.0,0.6,"Sharing is caring.

#CGYvsCHI | #Flames https://t.co/SGxVMPeOgx",66
466,0.0,Mon Dec 03 01:59:38 +0000 2018,@NHLFlames,1.0,0.0,0.0,"The Doc is in.

#CGYvsCHI | #Flames https://t.co/Ncesadrwgd",67
467,0.5499,Mon Dec 03 01:50:16 +0000 2018,@NHLFlames,0.809,0.0,0.191,"Crawford might have caught it but that puck was definitely in the net.

#CGYvsCHI | #Flames https://t.co/FH8H1XhUHC",68
468,0.0,Mon Dec 03 01:47:11 +0000 2018,@NHLFlames,1.0,0.0,0.0,"Up by one after two.

#CGYvsCHI | #Flames https://t.co/DNy6AzKk2M",69
469,0.0,Mon Dec 03 01:45:10 +0000 2018,@NHLFlames,1.0,0.0,0.0,"PK time. Andersson, cross-checking.

#CGYvsCHI | #Flames",70
470,0.34,Mon Dec 03 01:38:16 +0000 2018,@NHLFlames,0.769,0.0,0.231,"chicago power play goal. strome. 3-2 us.

#CGYvsCHI | #Flames",71
471,-0.8271,Mon Dec 03 01:36:52 +0000 2018,@NHLFlames,0.609,0.391,0.0,"We've got a penalty to kill as Neal is called for goalie interference. 

#CGYvsCHI | #Flames",72
472,0.4404,Mon Dec 03 01:36:16 +0000 2018,@NHLFlames,0.861,0.0,0.139,"So, we've got another Friendship Meeting happening in front of the Blackhawks net. This time, it's the Mang-Ryan-Ne… https://t.co/1IEZcPDYpj",73
473,0.34,Mon Dec 03 01:28:05 +0000 2018,@NHLFlames,0.87,0.0,0.13,"There's one minute left in this power play and we wouldn't mind another goal, tbh.

#CGYvsCHI | #Flames",74
474,0.6369,Mon Dec 03 01:25:31 +0000 2018,@NHLFlames,0.488,0.0,0.512,@mikeFAIL love you too bud,75
475,0.5743,Mon Dec 03 01:25:10 +0000 2018,@NHLFlames,0.747,0.0,0.253,"DOC ON THE POWER PLAY! MAKE IT 3-1 BABY!

#CGYvsCHI | #Flames https://t.co/ZMXvhO2XKC",76
476,0.6135,Mon Dec 03 01:23:40 +0000 2018,@NHLFlames,0.826,0.0,0.174,"Guess what? The boys thought they scored AND THEY DID! LINDY ON THE POWER PLAY! 2-1 FLAMES!

#CGYvsCHI | #Flames https://t.co/J3rJsqD7UF",77
477,0.34,Mon Dec 03 01:20:44 +0000 2018,@NHLFlames,0.897,0.0,0.103,We're headed to the power play as Kunitz is called for elbowing Hammer - Kunitz has been handed 5:00 and a game mis… https://t.co/1D7srWcfao,78
478,0.0,Mon Dec 03 01:17:54 +0000 2018,@NHLFlames,1.0,0.0,0.0,"Hammer is hit along the boards and it draws a big crowd in the corner ...

#CGYvsCHI | #Flames",79
479,0.6204,Mon Dec 03 01:16:05 +0000 2018,@NHLFlames,0.612,0.0,0.388,"Would like a few more of these, please.

#CGYvsCHI | #Flames https://t.co/VIAdSNFoH4",80
480,-0.6705,Mon Dec 03 01:11:48 +0000 2018,@NHLFlames,0.471,0.529,0.0,Update: it's been killed 🙌 https://t.co/2UB8ElsPZp,81
481,0.0,Mon Dec 03 01:08:49 +0000 2018,@NHLFlames,1.0,0.0,0.0,"Early PK, coming right up. Benny is whistled for interference.

#CGYvsCHI | #Flames",82
482,0.4199,Mon Dec 03 01:07:34 +0000 2018,@NHLFlames,0.843,0.0,0.157,"Smile - we're back for the second period!

📍: Chicago
📺: @Sportsnet West
📻: @Sportsnet960 
🖥️:… https://t.co/qiBC4VOsWe",83
483,0.0,Mon Dec 03 01:02:37 +0000 2018,@NHLFlames,1.0,0.0,0.0,"More Dad Content!

Last night, Papa Hockey and Johnny Hockey chatted with #Flames TV about the Dads Trip! https://t.co/j38Ph34BlL",84
484,0.2023,Mon Dec 03 00:57:13 +0000 2018,@NHLFlames,0.769,0.0,0.231,@GMoneyDC1 his nickname from his playing days,85
485,0.0,Mon Dec 03 00:54:26 +0000 2018,@NHLFlames,1.0,0.0,0.0,"While we wait for the second period, how about some Tkachuk Content? Big Walt and Matthew checked in #Flames TV aft… https://t.co/78Zj9ZPXJi",86
486,0.0,Mon Dec 03 00:50:04 +0000 2018,@NHLFlames,1.0,0.0,0.0,"We're all square after 20 minutes in Chicago.

#CGYvsCHI | #Flames https://t.co/7loSjmLomf",87
487,0.4404,Mon Dec 03 00:47:29 +0000 2018,@NHLFlames,0.873,0.0,0.127,"As a result of that Friendship Meeting, we'll have some 4-on-4 hockey as Benny and Manning each take a roughing call.

#CGYvsCHI | #Flames",88
488,0.0,Mon Dec 03 00:46:43 +0000 2018,@NHLFlames,1.0,0.0,0.0,"Chucky and Benny are making pals in the Hawks zone, we see.

#CGYvsCHI | #Flames",89
489,0.0,Mon Dec 03 00:45:42 +0000 2018,@NHLFlames,1.0,0.0,0.0,"Johnny ➡️ Lindy ➡️ Mony = 🚨

#CGYvsCHI | #Flames https://t.co/CeRErt9dRT",90
490,-0.8271,Mon Dec 03 00:39:41 +0000 2018,@NHLFlames,0.609,0.391,0.0,"We've got a penalty to kill. Brods is in the box for hooking.

#CGYvsCHI | #Flames",91
491,0.0,Mon Dec 03 00:30:34 +0000 2018,@NHLFlames,1.0,0.0,0.0,"chicago goal. tie game.

#CGYvsCHI | #Flames",92
492,0.658,Mon Dec 03 00:28:56 +0000 2018,@NHLFlames,0.732,0.0,0.268,Guess what? You're tonight's #Flames1stGoal winner! Watch your DMs for more info! https://t.co/xcxtIdnyXp,93
493,0.0,Mon Dec 03 00:25:35 +0000 2018,@NHLFlames,1.0,0.0,0.0,"MONY MONY! IT'S A 1-0 GAME FOLKS!

#CGYvsCHI | #Flames https://t.co/O3vsw7uU0X",94
494,0.0,Mon Dec 03 00:23:25 +0000 2018,@NHLFlames,1.0,0.0,0.0,@VANEKATTHEDlSCO https://t.co/KSjnQiKBbR,95
495,0.0,Mon Dec 03 00:22:45 +0000 2018,@NHLFlames,1.0,0.0,0.0,"Smitty, right now 😏

#CGYvsCHI | #Flames https://t.co/N6LGINLlfo",96
496,0.8445,Mon Dec 03 00:17:11 +0000 2018,@NHLFlames,0.563,0.0,0.437,"alright, credit where credit is due, that was a some kinda save on lindy by crawford 👀

#CGYvsCHI | #Flames",97
497,0.1511,Mon Dec 03 00:15:40 +0000 2018,@NHLFlames,0.799,0.088,0.113,"We've got an early power play on our hands, fam! Kunitz will sit for 2:00 (or less) for slashing.

#CGYvsCHI | #Flames",98
498,0.0,Mon Dec 03 00:14:56 +0000 2018,@NHLFlames,1.0,0.0,0.0,"@FlamesNation Big Walt, set up by Papa Hockey.",99
499,0.5696,Mon Dec 03 00:12:38 +0000 2018,@NHLFlames,0.803,0.0,0.197,"Friends, remember to get those #Flames1stGoal picks (use the hashtag with your guess!) in!

#CGYvsCHI | #Flames",100
500,0.3182,Mon Dec 03 23:55:59 +0000 2018,@NHLCanes,0.901,0.0,0.099,.@JohnForslund drops by to regale the pod with his encounter with a mascot. Make sure you listen to the end of this… https://t.co/NSuvmtyB4X,1
501,0.5994,Mon Dec 03 22:46:45 +0000 2018,@NHLCanes,0.803,0.0,0.197,RT @MSmithCanes: Brett Pesce (lower body) practiced again today with the #Canes. Head coach Rod Brind'Amour said there is a good chance he…,2
502,0.0,Mon Dec 03 16:26:09 +0000 2018,@NHLCanes,1.0,0.0,0.0,"RT @NHLCanes: Pair a #Canes game with a four-course meal tasting from North Carolina's premier chefs, presented by @YourSocialHouse 

More…",3
503,0.0,Mon Dec 03 15:24:34 +0000 2018,@NHLCanes,1.0,0.0,0.0,"""Unfortunately, we took a breath at the end, and it cost us. We can't keep doing this.""

https://t.co/mdeXnuvd6Z",4
504,0.8757,Mon Dec 03 14:20:51 +0000 2018,@NHLCanes,0.608,0.0,0.392,@colonel__20 AMAZING WORK! We love it so much that we made it our home screen https://t.co/NPypbVbN3A,5
505,0.0,Mon Dec 03 06:35:33 +0000 2018,@NHLCanes,1.0,0.0,0.0,Tonight's Eye on the Numbers pres. by @LASIKNC https://t.co/oFAhhF7BnR,6
506,-0.2023,Mon Dec 03 06:21:54 +0000 2018,@NHLCanes,0.847,0.153,0.0,"A fight to the end, but it didn't go our way https://t.co/eXpvzCFRnP",7
507,-0.2023,Mon Dec 03 06:18:52 +0000 2018,@NHLCanes,0.69,0.31,0.0,RT @MSmithCanes: Empty netter. 2-0.,8
508,0.34,Mon Dec 03 06:15:12 +0000 2018,@NHLCanes,0.893,0.0,0.107,RT @MSmithCanes: Alec Martinez scores. Might have been a set play off the draw. #Canes down 1-0 with 2:13 left in regulation.,9
509,0.0258,Mon Dec 03 05:58:43 +0000 2018,@NHLCanes,0.722,0.119,0.159,RT @MSmithCanes: Kyle Clifford to the box for tripping. Here's a chance for the #Canes power play to make a difference after failing to do…,10
510,0.2732,Mon Dec 03 05:39:08 +0000 2018,@NHLCanes,0.741,0.0,0.259,"@Bass8151 we are well past that, Bass",11
511,0.3612,Mon Dec 03 05:37:57 +0000 2018,@NHLCanes,0.815,0.0,0.185,"Just a sip of coffee and we're ready for the third 

#CanesAfterDark https://t.co/XCiKTKmXgm",12
512,0.8225,Mon Dec 03 05:20:47 +0000 2018,@NHLCanes,0.397,0.0,0.603,"Win the period, win the game. https://t.co/vxGXTMpa91",13
513,0.0,Mon Dec 03 04:58:22 +0000 2018,@NHLCanes,1.0,0.0,0.0,@kellys_022 you got it!,14
514,0.0,Mon Dec 03 04:57:21 +0000 2018,@NHLCanes,1.0,0.0,0.0,@kellys_022 12/23! https://t.co/OwiRZSLo2z,15
515,-0.2263,Mon Dec 03 04:47:50 +0000 2018,@NHLCanes,0.622,0.209,0.169,RT @MSmithCanes: #Canes start off the second period with their second successful kill of the night.,16
516,0.0,Mon Dec 03 04:28:07 +0000 2018,@NHLCanes,1.0,0.0,0.0,@loveandhydrogen @andidee15 this is correct and how you get a doctorate,17
517,-0.296,Mon Dec 03 04:22:32 +0000 2018,@NHLCanes,0.694,0.306,0.0,"Lots of action, no goals https://t.co/7kB3OfyE3z",18
518,0.0,Mon Dec 03 04:11:43 +0000 2018,@NHLCanes,1.0,0.0,0.0,Flashin' the leather and breakin' hearts https://t.co/1v4deoEKvp,19
519,0.0,Mon Dec 03 04:01:55 +0000 2018,@NHLCanes,1.0,0.0,0.0,@OptimistiCaniac Purr-haps they will meet one day!,20
520,0.3182,Mon Dec 03 23:55:59 +0000 2018,@NHLCanes,0.901,0.0,0.099,.@JohnForslund drops by to regale the pod with his encounter with a mascot. Make sure you listen to the end of this… https://t.co/NSuvmtyB4X,21
521,0.5994,Mon Dec 03 22:46:45 +0000 2018,@NHLCanes,0.803,0.0,0.197,RT @MSmithCanes: Brett Pesce (lower body) practiced again today with the #Canes. Head coach Rod Brind'Amour said there is a good chance he…,22
522,0.0,Mon Dec 03 16:26:09 +0000 2018,@NHLCanes,1.0,0.0,0.0,"RT @NHLCanes: Pair a #Canes game with a four-course meal tasting from North Carolina's premier chefs, presented by @YourSocialHouse 

More…",23
523,0.0,Mon Dec 03 15:24:34 +0000 2018,@NHLCanes,1.0,0.0,0.0,"""Unfortunately, we took a breath at the end, and it cost us. We can't keep doing this.""

https://t.co/mdeXnuvd6Z",24
524,0.8757,Mon Dec 03 14:20:51 +0000 2018,@NHLCanes,0.608,0.0,0.392,@colonel__20 AMAZING WORK! We love it so much that we made it our home screen https://t.co/NPypbVbN3A,25
525,0.0,Mon Dec 03 06:35:33 +0000 2018,@NHLCanes,1.0,0.0,0.0,Tonight's Eye on the Numbers pres. by @LASIKNC https://t.co/oFAhhF7BnR,26
526,-0.2023,Mon Dec 03 06:21:54 +0000 2018,@NHLCanes,0.847,0.153,0.0,"A fight to the end, but it didn't go our way https://t.co/eXpvzCFRnP",27
527,-0.2023,Mon Dec 03 06:18:52 +0000 2018,@NHLCanes,0.69,0.31,0.0,RT @MSmithCanes: Empty netter. 2-0.,28
528,0.34,Mon Dec 03 06:15:12 +0000 2018,@NHLCanes,0.893,0.0,0.107,RT @MSmithCanes: Alec Martinez scores. Might have been a set play off the draw. #Canes down 1-0 with 2:13 left in regulation.,29
529,0.0258,Mon Dec 03 05:58:43 +0000 2018,@NHLCanes,0.722,0.119,0.159,RT @MSmithCanes: Kyle Clifford to the box for tripping. Here's a chance for the #Canes power play to make a difference after failing to do…,30
530,0.2732,Mon Dec 03 05:39:08 +0000 2018,@NHLCanes,0.741,0.0,0.259,"@Bass8151 we are well past that, Bass",31
531,0.3612,Mon Dec 03 05:37:57 +0000 2018,@NHLCanes,0.815,0.0,0.185,"Just a sip of coffee and we're ready for the third 

#CanesAfterDark https://t.co/XCiKTKmXgm",32
532,0.8225,Mon Dec 03 05:20:47 +0000 2018,@NHLCanes,0.397,0.0,0.603,"Win the period, win the game. https://t.co/vxGXTMpa91",33
533,0.0,Mon Dec 03 04:58:22 +0000 2018,@NHLCanes,1.0,0.0,0.0,@kellys_022 you got it!,34
534,0.0,Mon Dec 03 04:57:21 +0000 2018,@NHLCanes,1.0,0.0,0.0,@kellys_022 12/23! https://t.co/OwiRZSLo2z,35
535,-0.2263,Mon Dec 03 04:47:50 +0000 2018,@NHLCanes,0.622,0.209,0.169,RT @MSmithCanes: #Canes start off the second period with their second successful kill of the night.,36
536,0.0,Mon Dec 03 04:28:07 +0000 2018,@NHLCanes,1.0,0.0,0.0,@loveandhydrogen @andidee15 this is correct and how you get a doctorate,37
537,-0.296,Mon Dec 03 04:22:32 +0000 2018,@NHLCanes,0.694,0.306,0.0,"Lots of action, no goals https://t.co/7kB3OfyE3z",38
538,0.0,Mon Dec 03 04:11:43 +0000 2018,@NHLCanes,1.0,0.0,0.0,Flashin' the leather and breakin' hearts https://t.co/1v4deoEKvp,39
539,0.0,Mon Dec 03 04:01:55 +0000 2018,@NHLCanes,1.0,0.0,0.0,@OptimistiCaniac Purr-haps they will meet one day!,40
540,-0.3404,Mon Dec 03 03:59:47 +0000 2018,@NHLCanes,0.806,0.194,0.0,@OptimistiCaniac You are not kitten! Ready for some hockey right meow?,41
541,0.0,Mon Dec 03 03:57:25 +0000 2018,@NHLCanes,1.0,0.0,0.0,.@pmrazek34 is back at it 👊 https://t.co/82KIYWe2LH,42
542,0.7783,Mon Dec 03 03:56:11 +0000 2018,@NHLCanes,0.469,0.0,0.531,@maurajuulia yes way. all canes fans are great.,43
543,0.0,Mon Dec 03 03:55:15 +0000 2018,@NHLCanes,1.0,0.0,0.0,@loveandhydrogen @andidee15 we do have a doctorate in tweets however,44
