,Compound,Date,Negative,Network,Neutral,Positive,Text,Tweets Ago
160,0.34,Tue Oct 02 15:24:46 +0000 2018,0.833,@FoxNews,0.0,0.167,State of play on Kavanaugh confirmation: @senatemajldr preparing to hold votes https://t.co/IBAR6gJ0oX https://t.co/z5JWMtZrvP,53
161,0.4939,Tue Oct 02 15:18:06 +0000 2018,0.775,@FoxNews,0.0,0.225,"Brett Kavanaugh's friend Mark Judge interviewed by @FBI, lawyer reveals https://t.co/CdJ3N1fU2X https://t.co/jFB0t3Cish",54
162,0.0,Tue Oct 02 15:10:47 +0000 2018,1.0,@FoxNews,0.0,0.0,.@FBI has not contacted Dr. Ford for interview https://t.co/CdJ3N1fU2X https://t.co/Bm3Z8uXijK,55
163,0.0,Tue Oct 02 15:07:27 +0000 2018,1.0,@FoxNews,0.0,0.0,U.S. stocks surge on new trade deal https://t.co/w7zJkrq8sb https://t.co/YKPYW7t5z0,56
164,-0.7351,Tue Oct 02 14:54:35 +0000 2018,0.744,@FoxNews,0.256,0.0,".@JohnJamesMI: ""Most people around the country are sick and tired of the partisanship— we need more leadership in W… https://t.co/x8zdT2OLK2",57
165,0.5399,Tue Oct 02 14:52:56 +0000 2018,0.791,@FoxNews,0.0,0.209,".@JohnJamesMI: ""I promise that I will lead in Washington the way I led in Baghdad— I didn't fight for Democrats or… https://t.co/q7XzoiCgur",58
166,-0.296,Tue Oct 02 14:47:57 +0000 2018,0.885,@FoxNews,0.115,0.0,".@JMfreespeech: ""Any effort, I think to limit [the @FBI investigation], even if the Democrats are accused of delayi… https://t.co/ToKp2ybHcl",59
167,0.0,Tue Oct 02 14:41:05 +0000 2018,1.0,@FoxNews,0.0,0.0,.@FLOTUS Melania Trump arrives in Ghana for first solo international trip as first lady https://t.co/z9TCGT2dRN https://t.co/oiv7srrrrX,60
168,0.1779,Tue Oct 02 14:36:06 +0000 2018,0.769,@FoxNews,0.1,0.131,".@SenSchumer: ""We hope that there [are] still no limitations on the @FBI investigation...They'd asked for it to be… https://t.co/Cwagxa61cl",61
169,-0.0258,Tue Oct 02 14:27:28 +0000 2018,0.591,@FoxNews,0.232,0.177,".@SenSchumer: ""Accusing Democrats of needlessly delaying a Supreme Court nomination is galling, is hypocritical com… https://t.co/6IjDxJ6tiY",62
170,-0.3252,Tue Oct 02 14:17:54 +0000 2018,0.857,@FoxNews,0.143,0.0,".@senatemajldr: ""[Democrats] will not be satisfied unless they have brought down Judge Kavanaugh's nomination."" https://t.co/XhF4yT8X2p",63
171,0.0,Tue Oct 02 14:13:40 +0000 2018,1.0,@FoxNews,0.0,0.0,".@senatemajldr: ""Democrats may be trying to move the goalposts every five minutes, but their goal has not moved an… https://t.co/VebJ9eETXi",64
172,0.0,Tue Oct 02 14:10:19 +0000 2018,1.0,@FoxNews,0.0,0.0,.@senatemajldr speaks on Senate floor https://t.co/ftGAZsTWi6,65
173,0.0516,Tue Oct 02 14:08:00 +0000 2018,0.729,@FoxNews,0.13,0.141,".@SenTomCotton: ""The Democrats are engaged in an orchestrated smear campaign to assassinate Brett Kavanaugh's chara… https://t.co/m7904cHs4o",66
174,0.7096,Tue Oct 02 14:04:42 +0000 2018,0.742,@FoxNews,0.0,0.258,"Larry Kudlow on new trade deal: ""We made a good deal in everybody's interest and that's why it's succeeding.""… https://t.co/KgYVbHWNFW",67
175,0.4927,Tue Oct 02 14:00:27 +0000 2018,0.862,@FoxNews,0.0,0.138,"Larry Kudlow on new trade deal: ""These are very good things for the U.S. economy. @POTUS has basically delivered on… https://t.co/dJ4BLoJNlp",68
176,0.0,Tue Oct 02 13:56:45 +0000 2018,1.0,@FoxNews,0.0,0.0,".@SenTomCotton on the FBI investigation: ""This is not about trying to get the facts or get the proof, it's about tr… https://t.co/YCoik61fk7",69
177,0.3818,Tue Oct 02 13:55:12 +0000 2018,0.755,@FoxNews,0.0,0.245,"RT @FoxBusiness: US wage growth hits 17-month high
https://t.co/G1cgUj8Ula",70
178,-0.296,Tue Oct 02 13:54:09 +0000 2018,0.872,@FoxNews,0.128,0.0,".@jonathanvswan: ""They are all in on [Kavanaugh]. There is no plan B before the midterms."" https://t.co/LhyXGjxGA5 https://t.co/w9e3NBPd1Q",71
179,0.0,Tue Oct 02 13:49:55 +0000 2018,1.0,@FoxNews,0.0,0.0,.@senatemajldr vows Kavanaugh vote this week https://t.co/LhyXGjxGA5 https://t.co/avtXjV3Ns5,72
180,-0.4019,Tue Oct 02 13:20:00 +0000 2018,0.838,@FoxNews,0.162,0.0,"Disabled man, 60, fights to keep Pennsylvania home as community rallies to raise funds https://t.co/p1AAhx8NX2",73
181,0.0,Tue Oct 02 13:15:00 +0000 2018,1.0,@FoxNews,0.0,0.0,.@FLOTUS visiting hospital in Ghana today @foxandfriends https://t.co/aygJcx2w58,74
182,0.0387,Tue Oct 02 13:14:18 +0000 2018,0.905,@FoxNews,0.0,0.095,"President @realDonaldTrump want ""comprehensive"" but ""quick"" @FBI investigation into Brett Kavanaugh… https://t.co/SQHgq83IQ7",75
183,0.1779,Tue Oct 02 13:03:08 +0000 2018,0.825,@FoxNews,0.0,0.175,.@SusanLiTV on Amazon raising minimum wage @foxandfriends https://t.co/D6cCKo9lZt https://t.co/bxJb7Pqmy9,76
184,0.0,Tue Oct 02 13:00:01 +0000 2018,1.0,@FoxNews,0.0,0.0,".@FLOTUS embraces Lillian Naa Adai Sai, 8, as she receives flowers upon arriving in Accra, Ghana. https://t.co/3xxGtLDYBU",77
185,0.2023,Tue Oct 02 12:45:00 +0000 2018,0.763,@FoxNews,0.102,0.136,People form a human chain around the shuttered site of a country music festival where a gunman opened fire on the f… https://t.co/tz8JfPvNms,78
186,0.0,Tue Oct 02 12:29:18 +0000 2018,1.0,@FoxNews,0.0,0.0,"RT @FoxBusiness: .@WhiteHouseCEA's Kevin Hassett on new trade deal: ""I think this is something that'll get broad bipartisan support."" https…",79
187,-0.296,Tue Oct 02 12:27:15 +0000 2018,0.901,@FoxNews,0.099,0.0,"RT @FoxBusiness: .@WhiteHouseCEA's Kevin Hassett on new trade deal: ""This deal is really, really putting a lot of pressure on China."" https…",80
188,0.4404,Tue Oct 02 12:25:00 +0000 2018,0.734,@FoxNews,0.0,0.266,.@lizpeek: “It’s good for the American people.” @FoxFriendsFirst https://t.co/BjLbDdDCAH,81
189,0.5652,Tue Oct 02 12:24:58 +0000 2018,0.819,@FoxNews,0.0,0.181,"RT @FoxBusiness: .@WhiteHouseCEA's Kevin Hassett on new trade deal: ""We just sort of won the Super Bowl, but all three countries did becaus…",82
190,0.0,Tue Oct 02 12:04:33 +0000 2018,1.0,@FoxNews,0.0,0.0,RT @FoxBusiness: Trump's new trade deal: What to know  https://t.co/DB4jY4PEBw,83
191,0.8519,Tue Oct 02 12:00:01 +0000 2018,0.492,@FoxNews,0.0,0.508,.@POTUS awards Medal of Honor to former Army medic https://t.co/zoivKAtVPx @FoxFriendsFirst https://t.co/xqjNrW18jM,84
192,-0.4767,Tue Oct 02 11:45:00 +0000 2018,0.721,@FoxNews,0.279,0.0,Kimmel snubs Matt Damon during Kavanaugh recap https://t.co/h1YFw06pBW https://t.co/OZtP9gn5xF,85
193,0.1779,Tue Oct 02 11:31:55 +0000 2018,0.876,@FoxNews,0.0,0.124,RT @FoxBusiness: Amazon hikes minimum wage to $15 for all US employees https://t.co/pBHCLY6UFz,86
194,0.3612,Tue Oct 02 11:30:00 +0000 2018,0.857,@FoxNews,0.0,0.143,Louis C.K. embraced by crowd at NYC comedy club during try at comeback: report https://t.co/swFftYzKu4 https://t.co/kBy06wUeBT,87
195,0.0,Tue Oct 02 11:20:00 +0000 2018,1.0,@FoxNews,0.0,0.0,The USMCA trade deal https://t.co/w7zJkr8x3B @FoxFriendsFirst https://t.co/5qzaJvP60H,88
196,0.0,Tue Oct 02 11:15:00 +0000 2018,1.0,@FoxNews,0.0,0.0,.@FLOTUS arrives in Ghana @foxandfriends https://t.co/5nCRcyMdas,89
197,0.0,Tue Oct 02 11:07:02 +0000 2018,1.0,@FoxNews,0.0,0.0,"New trade deal between U.S., Canada, and Mexico @FoxFriendsFirst https://t.co/w7zJkrq8sb https://t.co/zNToDwuj9U",90
198,-0.5994,Tue Oct 02 10:46:54 +0000 2018,0.698,@FoxNews,0.302,0.0,"Death toll in Indonesian earthquake, tsunami at 1,234 https://t.co/A6BMWLXISF https://t.co/2yZiO0nbRX",91
199,0.0,Tue Oct 02 10:28:37 +0000 2018,1.0,@FoxNews,0.0,0.0,.@FLOTUS arrives in Africa  https://t.co/YXm6vM914w,92
200,-0.3182,Tue Oct 02 10:15:00 +0000 2018,0.887,@FoxNews,0.113,0.0,"Sen. @LindseyGrahamSC on if Kavanaugh loses a Senate floor vote: ""I would re-nominate him and I would take this cas… https://t.co/SD4CalBkHt",93
201,0.0,Tue Oct 02 10:10:11 +0000 2018,1.0,@FoxNews,0.0,0.0,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/7z0YGalzFy,94
202,0.0,Tue Oct 02 10:10:00 +0000 2018,1.0,@FoxNews,0.0,0.0,What's next in Kavanaugh confirmation process? https://t.co/j2fXccWY9C,95
203,0.8402,Tue Oct 02 10:00:01 +0000 2018,0.679,@FoxNews,0.0,0.321,".@POTUS on Monday awarded the Medal of Honor to former Staff Sgt. Ronald J. Shurer II, a @USArmy medic and Green Be… https://t.co/V5jpWcXFYr",96
204,-0.5719,Tue Oct 02 09:45:00 +0000 2018,0.773,@FoxNews,0.227,0.0,.@SenFeinstein released a statement late Monday denying claims she or her staff leaked the allegation letter from D… https://t.co/j4KHpleAn5,97
205,0.0,Tue Oct 02 09:15:00 +0000 2018,1.0,@FoxNews,0.0,0.0,"Sec. @stevenmnuchin1: ""This is going to bring jobs back to America."" #SpecialReport https://t.co/BgqMVAvzXW https://t.co/ew8JzUMzFj",98
206,0.4939,Tue Oct 02 09:00:01 +0000 2018,0.758,@FoxNews,0.0,0.242,"Brett Kavanaugh's friend Mark Judge interviewed by FBI, lawyer reveals. https://t.co/gZzP1EQtb4",99
207,-0.5267,Tue Oct 02 08:45:00 +0000 2018,0.855,@FoxNews,0.145,0.0,".@POTUS during a rally Monday night: ""Democrats are willing to do anything, and to hurt anyone, to get their way, l… https://t.co/JsI9IBoxEe",100
